Id,Note,Name,Name_zh-Hant,Name_en,Name_ja,TotalDescribe,TotalDescribe_zh-Hant,TotalDescribe_en,TotalDescribe_ja,1Describe,1Describe_zh-Hant,1Describe_en,1Describe_ja,2Describe,2Describe_zh-Hant,2Describe_en,2Describe_ja,3Describe,3Describe_zh-Hant,3Describe_en,3Describe_ja,4Describe,4Describe_zh-Hant,4Describe_en,4Describe_ja,CompareUse,CompareUse_zh-Hant,CompareUse_en,CompareUse_ja
18,,乐园运营,樂園運營,Paradise Trial Run,楽園テスト運営,"<main> 头戴小丑面具，身材高挑的异貌之物拦住了你的去路
“不好意思先生，能占用您一点时间嘛？”虽然隔着面具看不到脸，但你还是能感受到他脸上散发的商务型笑意：“我司创办的游乐园即将开业，诚邀您在开业之前参与乐园的测试运营，不知您可有兴趣？”</main>
<tip=exclaim>看起来还算友善？</tip>
<subtip> 未完成的试炼</subtip>","<main> 頭戴小丑面具，身材高挑的異貌之物攔住了你的去路
“不好意思先生，能占用您一點時間嘛？”雖然隔著面具看不到臉，但你還是能感受到他臉上散發的商務型笑意：“我司創辦的游樂園即將開業，誠邀您在開業之前參與樂園的測試運營，不知您可有興趣？”</main>
<tip=exclaim>看起來還算友善？</tip>
<subtip> 未完成的試煉</subtip>","<main> A tall, strange creature wearing a clown mask blocks your path.
""Excuse me, sir, could I have a moment of your time?"" Though you can't see his face behind the mask, you can sense the business-like smile on his face: ""Our company is about to open an amusement park, and we sincerely invite you to participate in the trial run before the grand opening. Would you be interested?""</main>
<tip=exclaim>Seems friendly enough?</tip>
<subtip> Unfinished Trial</subtip>","<main> ピエロの仮面をかぶった、背の高い異形の者があなたの行く手を塞いだ。
「すみません、少しお時間よろしいでしょうか？」仮面の向こうで顔は見えないが、彼のビジネス的な笑みを感じ取れる：「当社が運営する遊園地がまもなくオープンしますので、オープン前のテスト運営にご参加いただけませんか？」</main>
<tip=exclaim>友好的に見える？</tip>
<subtip> 未完了の試練</subtip>","<main> 花费20金币启动机器</main>
<add>中！</add>
<subtip> 20%概率获得遗物，40%概率获得卡牌</subtip>","<main> 花費20金幣啟動機器</main>
<add>中！</add>
<subtip> 20%概率獲得遺物，40%概率獲得卡牌</subtip>","<main> Spend 20 gold to start the machine</main>
<add>Hit!</add>
<subtip> 20% chance to get a relic, 40% chance to get a card</subtip>","<main> 20ゴールドを消費してマシンを起動する</main>
<add>当たり！</add>
<subtip> 20%の確率で遺物を、40%の確率でカードを獲得する</subtip>","<main> 走了走了</main>
<add>中！</add>
<subtip> 结束事件</subtip>","<main> 走了走了</main>
<add>中！</add>
<subtip> 結束事件</subtip>","<main> I'm leaving</main>
<add>Hit!</add>
<subtip> End event</subtip>","<main> 行くよ</main>
<add>当たり！</add>
<subtip> イベントを終了する</subtip>","<main> 走了走了</main>
<add>中！</add>
<subtip> 结束事件</subtip>","<main> 走了走了</main>
<add>中！</add>
<subtip> 結束事件</subtip>","<main> I'm leaving</main>
<add>Hit!</add>
<subtip> End event</subtip>","<main> 行くよ</main>
<add>当たり！</add>
<subtip> イベントを終了する</subtip>",,,,,"<good> 遗物！</good>
<Normal>卡牌</Normal>
<bad> 一无所有</bad>","<good> 遺物！</good>
<Normal>卡牌</Normal>
<bad> 一無所有</bad>","<good> Relic!</good>
<Normal>Card</Normal>
<bad> Nothing at all</bad>","<good> 遺物！</good>
<Normal>カード</Normal>
<bad> 何もない</bad>"
19,,迷途天使,迷途天使,Lost Angel,迷える天使,"<main>克莉斯娜的使徒再一次困在了异界的深渊坑
如果不是奥尔德林的信号传达不到魔女屋，真想给她安一个GPS
想吐槽的有很多，但是当务之急是先帮可可解决返航问题……</main>
<tip=exclaim>这忙不白帮</tip>
<subtip> 未完成的试炼</subtip>","<main>克莉斯娜的使徒再一次困在了異界的深淵坑
如果不是奧爾德林的信號傳達不到魔女屋，真想給她安一個GPS
想吐槽的有很多，但是當務之急是先幫可可解決返航問題……</main>
<tip=exclaim>這忙不白幫</tip>
<subtip> 未完成的試煉</subtip>","<main>Krisna's apostle is once again trapped in the Abyss Pit of another world.
If only signals could reach the Witch House from Aldrin, I'd install a GPS for her.
There's much to complain about, but the priority is helping Coco solve her return journey problem...</main>
<tip=exclaim>This favor won't go unrewarded</tip>
<subtip> Unfinished Trial</subtip>","<main>クリスナの使徒がまたしても異界の深淵の穴に囚われている。
オルドリンから魔女屋に信号が届くなら、GPSをつけてやりたいものだ。
文句は山ほどあるが、当面の急務はココの帰還問題を解決することだ……</main>
<tip=exclaim>この手伝いは無駄にはならない</tip>
<subtip> 未完了の試練</subtip>","<main> 给她画张地图</main>
<add>中！</add>
<subtip> 获得遗物""可可的勾线笔""</subtip>","<main> 給她畫張地圖</main>
<add>中！</add>
<subtip> 獲得遺物""可可的勾线笔""</subtip>","<main> Draw her a map</main>
<add>Hit!</add>
<subtip> Obtain the relic ""Coco's Inking Pen""</subtip>","<main> 地図を描いてあげる</main>
<add>当たり！</add>
<subtip> 遺物「ココのペン」を獲得する</subtip>","<main> 帮助她找到回家的路</main>
<add>中！</add>
<subtip> 获得遗物""迷途天使之环""</subtip>","<main> 幫助她找到回家的路</main>
<add>中！</add>
<subtip> 獲得遺物""迷途天使之环""</subtip>","<main> Help her find her way home</main>
<add>Hit!</add>
<subtip> Obtain the relic ""Lost Angel's Ring""</subtip>","<main> 家への道を見つけるのを手伝う</main>
<add>当たり！</add>
<subtip> 遺物「迷える天使の指輪」を獲得する</subtip>","<main> 帮助她找到回家的路</main>
<add>中！</add>
<subtip> 获得遗物""迷途天使之环""</subtip>","<main> 幫助她找到回家的路</main>
<add>中！</add>
<subtip> 獲得遺物""迷途天使之环""</subtip>","<main> Help her find her way home</main>
<add>Hit!</add>
<subtip> Obtain the relic ""Lost Angel's Ring""</subtip>","<main> 家への道を見つけるのを手伝う</main>
<add>当たり！</add>
<subtip> 遺物「迷える天使の指輪」を獲得する</subtip>",,,,,,,,
20,,占卜师,占卜師,Fortune Teller,占い師,"<main>头戴巨大灰帽的魔女教教徒正在路边摆着她的占卜小摊
和任何路边摊贩一样，这个基于魔法的业务也安装了一部巨大的（魔能）扩音器，循环播放着教徒稚嫩声音棒读的广告词
让人不由得心生怜悯……</main>
<tip=exclaim>照顾一下她的生意？</tip>
<subtip> 未完成的试炼</subtip>","<main>頭戴巨大灰帽的魔女教教徒正在路邊擺著她的占卜小攤
和任何路邊攤販一樣，這個基于魔法的業務也安裝了一部巨大的（魔能）擴音器，循環播放著教徒稚嫩聲音棒讀的廣告詞
讓人不由得心生憐憫……</main>
<tip=exclaim>照顧一下她的生意？</tip>
<subtip> 未完成的試煉</subtip>","<main>A Witch Cultist wearing a huge gray hat has set up her fortune-telling stall by the roadside.
Like any street vendor, this magic-based business has also installed a massive (mana-powered) loudspeaker, looping advertisements read in the cultist's childish voice.
It makes one feel quite sympathetic...</main>
<tip=exclaim>Support her business?</tip>
<subtip> Unfinished Trial</subtip>","<main>巨大な灰色の帽子をかぶった魔女教の信者が、道端に占いの屋台を出している。
他の屋台と同じように、この魔法ベースの商売も巨大な（魔動力）拡声器を設置しており、信者の未熟な声で棒読みされる広告を流している。
思わず同情してしまう……</main>
<tip=exclaim>彼女の商売を応援する？</tip>
<subtip> 未完了の試練</subtip>","<main> 给我占卜一下(20金币)</main>
<add>中！</add>
<subtip> 获得基础属性</subtip>","<main> 給我占卜一下(20金幣)</main>
<add>中！</add>
<subtip> 獲得基礎屬性</subtip>","<main> Tell my fortune (20 gold)</main>
<add>Hit!</add>
<subtip> Gain basic attributes</subtip>","<main> 占ってもらう（20ゴールド）</main>
<add>当たり！</add>
<subtip> 基本ステータスを獲得する</subtip>","<main> 我也很穷</main>
<add>中！</add>
<subtip> 离开事件</subtip>","<main> 我也很窮</main>
<add>中！</add>
<subtip> 離開事件</subtip>","<main> I'm also poor</main>
<add>Hit!</add>
<subtip> Leave event</subtip>","<main> 私も貧乏だ</main>
<add>当たり！</add>
<subtip> イベントを終了する</subtip>","<main> 我也很穷</main>
<add>中！</add>
<subtip> 离开事件</subtip>","<main> 我也很窮</main>
<add>中！</add>
<subtip> 離開事件</subtip>","<main> I'm also poor</main>
<add>Hit!</add>
<subtip> Leave event</subtip>","<main> 私も貧乏だ</main>
<add>当たり！</add>
<subtip> イベントを終了する</subtip>",,,,,"<wis> 精神+2！</wis>
<str> 魔力+1</str>
<lucky> 幸运+2</lucky>
<per> 感知+1</per>","<wis> 精神+2！</wis>
<str> 魔力+1</str>
<lucky> 幸運+2</lucky>
<per> 感知+1</per>","<wis> Spirit +2!</wis>
<str> Magic +1</str>
<lucky> Luck +2!</lucky>
<per> Perception +1</per>","<wis> 精神+2！</wis>
<str> 魔力+1</str>
<lucky> 幸運+2！</lucky>
<per> 感知+1</per>"
21,,提炼真理,提煉真理,Refining Truth,真理の錬成,"<main>魔女的力量强弱由她储备的知识质量决定，因此凝结为物质的真理可以直接成为魔女的养分
这种珍贵的物质同样广泛存在于深渊坑之中，前提是被认知到她的人提炼出来</main>
<tip=exclaim>未完成的试炼</tip>
<subtip> 未完成的试炼</subtip>","<main>魔女的力量強弱由她儲備的知識質量決定，因此凝結為物質的真理可以直接成為魔女的養分
這種珍貴的物質同樣廣泛存在于深淵坑之中，前提是被認知到她的人提煉出來</main>
<tip=exclaim>未完成的試煉</tip>
<subtip> 未完成的試煉</subtip>","<main>A witch's power is determined by the quality of knowledge she has accumulated, so truth condensed into material form can directly become nourishment for the witch.
This precious substance also exists widely in the Abyss Pit, provided it is extracted by those who recognize it.</main>
<tip=exclaim>Unfinished Trial</tip>
<subtip> Unfinished Trial</subtip>","<main>魔女の力の強さは蓄積した知識の質で決まるため、物質化した真理は魔女の養分となりうる。
この貴重な物質も深淵の穴に広く存在するが、それを認識した者が抽出する必要がある。</main>
<tip=exclaim>未完了の試練</tip>
<subtip> 未完了の試練</subtip>","<main> 分析深渊</main>
<add>中！</add>
<subtip> 获得20真理之晶，精神+3</subtip>","<main> 分析深淵</main>
<add>中！</add>
<subtip> 獲得20真理之晶，精神+3</subtip>","<main> Analyze the Abyss</main>
<add>Hit!</add>
<subtip> Gain 20 Truth Crystals, Spirit +3</subtip>","<main> 深淵を分析する</main>
<add>当たり！</add>
<subtip> 真理の結晶を20個獲得し、精神+3</subtip>",,,,,,,,,,,,,,,,
*1001,,新手考核,新手考核,Beginner Assessment,新人評価,"<main>新手考核，即将模拟对战永夜化身</main>
<tip=exclaim>未完成的试炼</tip>
<subtip> 未完成的试炼</subtip>","<main>新手考核，即將模擬對戰永夜化身</main>
<tip=exclaim>未完成的試煉</tip>
<subtip> 未完成的試煉</subtip>","<main>A beginner assessment. You are about to enter a simulated battle against the Avatar of Eternal Night.</main>
<tip=exclaim>Unfinished Trial</tip>
<subtip> Unfinished Trial</subtip>","<main>新人評価、まもなく永夜の化身との模擬戦闘を開始</main>
<tip=exclaim>未完了の試練</tip>
<subtip> 未完了の試練</subtip>","<main> 开战</main>
<add>中！</add>
<subtip> 开战</subtip>","<main> 開戰</main>
<add>中！</add>
<subtip> 開戰</subtip>","<main> Start battle</main>
<add>Hit!</add>
<subtip> Start battle</subtip>","<main> 戦闘開始</main>
<add>当たり！</add>
<subtip> 戦闘開始</subtip>",,,,,,,,,,,,,,,,
*1002,,命运抉择,命運抉擇,Fate's Choice,運命の選択,<main> 如果你真的能走到最后，你还会有勇气挑战祂吗？</main>,<main> 如果你真的能走到最后，你還會有勇氣挑戰祂嗎？</main>,"<main> If you can really make it to the end, will you still have the courage to challenge Him?</main>",<main> 本当に最後までたどり着けたら、あなたはまだ彼に挑む勇気を持っているだろうか？</main>,"<main> 永不妥协</main>
<add>中！</add>
<subtip> 旅途的最后，你将直面魔王</subtip>","<main> 永不妥協</main>
<add>中！</add>
<subtip> 旅途的最后，你將直面魔王</subtip>","<main> Never compromise</main>
<add>Hit!</add>
<subtip> At the end of your journey, you will face the Demon King</subtip>","<main> 決して妥協しない</main>
<add>当たり！</add>
<subtip> 旅の終わりに、あなたは魔王と対峙することになる</subtip>","<main> 我会净化这腐朽的世界</main>
<add>中！</add>
<subtip> 旅途的最后，你将直面永夜</subtip>","<main> 我會凈化這腐朽的世界</main>
<add>中！</add>
<subtip> 旅途的最后，你將直面永夜</subtip>","<main> I will purify this corrupt world</main>
<add>Hit!</add>
<subtip> At the end of your journey, you will face the Eternal Night</subtip>","<main> この腐敗した世界を浄化する</main>
<add>当たり！</add>
<subtip> 旅の終わりに、あなたは永夜と対峙することになる</subtip>","<main> 永不屈服</main>
<add>中！</add>
<subtip> 旅途的最后，你将直面教廷</subtip>","<main> 永不屈服</main>
<add>中！</add>
<subtip> 旅途的最后，你將直面教廷</subtip>","<main> Never surrender</main>
<add>Hit!</add>
<subtip> At the end of your journey, you will face the Church</subtip>","<main> 決して屈しない</main>
<add>命中！</add>
<subtip> 旅の最後に、あなたは教廷と対峙する</subtip>",,,,,,,,
*2001,一层（节点1）,传奇揭幕,傳奇揭幕,Legend Unveiled,伝説の幕開け,"<main> 很久很久以前，在奥尔德林深渊中，有那么一位……啊，这里本来应该是有初始身份选择的，但毕竟我是要模拟你之后会遇到的情况，所以只能是魔女了
咳咳，那么我们继续
很久很久以前，在奥尔德林深渊之上，幽暗密林之下，居住着那么一位魔女
她名为——（原初魔女：阿米莉娅），是最初也最强大的魔女
兼具美丽外表，无上伟力又心地善良的原初魔女大人明明如此完美，如此全能，但却有一件事始终困扰着她——她被世界所拒绝
出个门发现忘记带树屋的钥匙只能用魔法轰开，养只使魔兔没几天就被人毒死，因为睡过头错过了晚间最爱看的投影水晶节目……只要魔女被世界所厌恶着，就有源源不断的麻烦事找上门来
终于有一天，魔女再也忍受不了这样的生活，决心结束这一切，她打开了大书库的大门，从浩如烟海的古籍中寻找可能的线索，阿米莉娅着重寻找了——</main>","<main> 很久很久以前，在奧爾德林深淵中，有那么一位……啊，這里本來應該是有初始身份選擇的，但畢竟我是要模擬你之後會遇到的情況，所以只能是魔女了
咳咳，那么我們繼續
很久很久以前，在奧爾德林深淵之上，幽暗密林之下，居住著那么一位魔女
她名為——（原初魔女：阿米莉娅），是最初也最強大的魔女
兼具美麗外表，無上偉力又心地善良的原初魔女大人明明如此完美，如此全能，但卻有一件事始終困擾著她——她被世界所拒絕
出個門發現忘記帶樹屋的鑰匙只能用魔法轟開，養只使魔兔沒幾天就被人毒死，因為睡過頭錯過了晚間最愛看的投影水晶節目……只要魔女被世界所厭惡著，就有源源不斷的麻煩事找上門來
終于有一天，魔女再也忍受不了這樣的生活，決心結束這一切，她打開了大書庫的大門，從浩如煙海的古籍中尋找可能的線索，阿米莉娅著重尋找了——</main>","<main> Long, long ago, in the Aldrin Abyss, there was once a... ah, there should originally have been a starting identity selection here, but since I am simulating what you will encounter later, you can only be a witch.\nAhem, let us continue.\nLong, long ago, above the Aldrin Abyss and beneath the dark forest, there lived a witch.\nHer name was Amelia, the Primordial Witch, the first and strongest of all witches.\nThis Primordial Witch was beautiful, supremely powerful, and kind-hearted. She was so perfect and so capable, yet one thing always plagued her: the world rejected her.\nIf she went out and forgot the key to her treehouse, she had to blast the door open with magic. If she raised a familiar rabbit, it would be poisoned to death within days. If she overslept, she would miss her favorite evening projection crystal program... As long as the world loathed the witch, endless trouble would keep finding her.\nAt last, one day, the witch could no longer endure such a life and resolved to end it all. She opened the doors to the Grand Library and searched through a vast sea of ancient books for possible clues. Amelia focused her search on...</main>","<main> 昔々、オルドリンの深淵に、一人の……ああ、本来ならここで初期身分を選ぶはずだったのだけれど、これはあなたがこれから出会う状況を再現するためのものだから、魔女で固定ね。
こほん、それでは続けましょう。
昔々、オルドリンの深淵の上、暗き密林の下に、一人の魔女が住んでいました。
彼女の名は――（原初の魔女：アメリア）。最初にして最強の魔女。
美しい容姿、至高の力、そして優しい心を兼ね備えた原初の魔女様は、あまりにも完璧で、あまりにも万能だった。けれど、ただ一つだけ彼女を悩ませ続けることがあった――彼女は世界に拒まれていたのだ。
外に出ようとしたらツリーハウスの鍵を忘れて魔法で吹き飛ばすしかなくなり、飼い始めた使い魔の兎は数日で毒殺され、寝坊して夜に楽しみにしていた投影水晶番組を見逃す……魔女が世界に嫌われている限り、厄介事は次から次へと押し寄せてくる。
そしてついにある日、魔女はそんな生活に耐えきれなくなり、すべてを終わらせる決意をした。彼女は大書庫の扉を開き、山のような古文書の中から手がかりを探した。アメリアが重点的に調べたのは――</main>","<main> 天使的血脉宗谱资料</main>
<subtip> 获得3个天使祝福</subtip>","<main> 天使的血脈宗譜資料</main>
<subtip> 獲得3個天使祝福</subtip>","<main> Genealogical records of angelic bloodlines</main>
<subtip> Gain 3 Angel blessings</subtip>","<main> 天使の血脈系譜資料</main>
<subtip> 天使の祝福を3つ獲得する</subtip>","<main> 记录了上古物种的古籍</main>
<subtip> 获得两个萨满祝福</subtip>","<main> 記錄了上古物種的古籍</main>
<subtip> 獲得兩個薩滿祝福</subtip>","<main> Ancient tomes that recorded prehistoric species</main>
<subtip> Gain 2 Shaman blessings</subtip>","<main> 古代種を記録した古文書</main>
<subtip> シャーマンの祝福を2つ獲得する</subtip>","<main> 在家休息</main>
<subtip> 获得20血量上限</subtip>","<main> 在家休息</main>
<subtip> 獲得20血量上限</subtip>","<main> Stay home and rest</main>
<subtip> Gain +20 Max Health</subtip>","<main> 家で休む</main>
<subtip> 最大HPを20獲得する</subtip>",,,,,,,,
*2002,二层（节点7）,踏上旅途,踏上旅途,Set Out on the Journey,旅立ち,"<main> 在翻阅了浩如烟海的各类魔法古籍，阿米莉娅终于找到了几条线索，深渊之底的魔王，世界中心的教廷，她们都可能是解开谜题的关键
为了摆脱灾厄，过上无忧无虑，可以随便吃随便睡的日子，阿米莉娅决定——</main>","<main> 在翻閱了浩如煙海的各類魔法古籍，阿米莉娅終于找到了幾條線索，深淵之底的魔王，世界中心的教廷，她們都可能是解開謎題的關鍵
為了擺脫災厄，過上無憂無慮，可以隨便吃隨便睡的日子，阿米莉娅決定——</main>","<main> After reading through a vast collection of magical tomes, Amelia finally found several clues. The Demon King at the bottom of the Abyss and the Church at the center of the world might both hold the key to solving the mystery.\nTo cast off calamity and live a carefree life where she could eat and sleep whenever she pleased, Amelia decided to...</main>","<main> 数え切れないほどの魔法古文書を読み漁った末、アメリアはついにいくつかの手がかりを見つけた。深淵の底の魔王、世界の中心にある教廷。どちらも謎を解く鍵かもしれない。
災厄から逃れ、好きなだけ食べて好きなだけ眠れる気ままな日々を送るため、アメリアは――</main>","<main> 前往魔王城</main>
<subtip> 开启魔王线</subtip>","<main> 前往魔王城</main>
<subtip> 開啟魔王線</subtip>","<main> Head for the Demon King's castle</main>
<subtip> Start the Demon King route</subtip>","<main> 魔王城へ向かう</main>
<subtip> 魔王ルートを開放する</subtip>","<main> 前往均衡教廷</main>
<subtip> 开启教廷线</subtip>","<main> 前往均衡教廷</main>
<subtip> 開啟教廷線</subtip>","<main> Head for the Church of Equilibrium</main>
<subtip> Start the Church route</subtip>","<main> 均衡教廷へ向かう</main>
<subtip> 教廷ルートを開放する</subtip>","<main> 现在就挺好躺平了</main>
<subtip> 开启永夜线&勇者线</subtip>","<main> 現在就挺好躺平了</main>
<subtip> 開啟永夜線&勇者線</subtip>","<main> Things are fine as they are, I'll just lie flat</main>
<subtip> Start the Eternal Night route & Hero route</subtip>","<main> 今のままでいい、寝そべる</main>
<subtip> 永夜ルート＆勇者ルートを開放する</subtip>",,,,,,,,
*2003,三层（节点13）,王城庆典,王城慶典,Royal Celebration,王城の祭典,"<main> 在“统合之约”已经签订的现在，抵达魔族的王城并不是一件难事，何况你还有那条尾巴为你打掩护——黑骑士大概把你当作了兽人的一种分支了吧？
唯一出乎你意料之外的是这里几乎溢出来的节日氛围：街上挂满各色旗帜，空气中飘着烤肉和蜜酒的香气
来往的游人除了偶尔驻足打量你那奇怪的大帽子之外，魔女大人的存在就再也无人关心

“虽说没有遇到猎巫行动是好事……但这种莫名的落差感是怎么回事……”

吐槽归吐槽，此行的目的还是不能忘的，首先就从收集情报着手吧——</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>Now that the Pact of Unity has been signed, reaching the demon capital is not difficult, especially with that tail helping you blend in. The Black Knight probably thinks you are some branch of beastkin.
What surprises you is the festival atmosphere spilling through the streets: flags everywhere, the smell of roast meat and mead in the air, and travelers who only glance at your strange hat before moving on.

""Not being hunted as a witch is good, but why does this feel so oddly disappointing...?""

Complaints aside, you cannot forget why you came. Start by gathering information.</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,<main> 向黑骑士打探消息</main><subtip> 提升主要本源各4点和20点生命上限</subtip>,<main> 提升主要本源各4點和20點生命上限</main><subtip> 提升主要本源各4點和20點生命上限</subtip>,<main>Ask the Black Knight for information</main><subtip>Increase all main Origins by 4 and gain +20 Max Health</subtip>,<main> 主要本源をそれぞれ4点、最大HPを20上昇させる</main><subtip> 主要本源をそれぞれ4点、最大HPを20上昇させる</subtip>,"<main> 接入影魔的集群网络</main>
<subtip> 随机获得1件3阶遗物和1张3阶卡牌</subtip>","<main> 隨機獲得1件3階遺物和1張3階卡牌</main>
<subtip> 隨機獲得1件3階遺物和1張3階卡牌</subtip>","<main>Connect to the Shadow Demon's cluster network</main>
<subtip>Randomly gain 1 tier-3 relic and 1 tier-3 card</subtip>","<main> ランダムな三次遺物を1つ、三次カードを1枚獲得する</main>
<subtip> ランダムな三次遺物を1つ、三次カードを1枚獲得する</subtip>",,,,,,,,,,,,
Sub_*2003_2,,王城庆典,王城慶典,Royal Celebration,王城の祝祭,<main>你用暴力手段充分证明了原初魔女的含金量，骑士们为你指了一条通路，魔王陛下对你的到来早已预知，身份验证完毕，接下来的道路必将畅行无阻。</main>,<main>你用暴力手段充分證明了原初魔女的含金量，騎士們為你指了一條通路，魔王陛下對你的到來早已預知，身份驗證完畢，接下來的道路必將暢行無阻。</main>,"<main>You proved the worth of the Primordial Witch through sheer force. The knights pointed out a path for you. His Majesty the Demon King foresaw your arrival long ago. Your identity has been verified, and the road ahead will surely be unobstructed.</main>",<main>あなたは暴力という手段で、原初の魔女の価値を十分に証明した。騎士たちは通路を示してくれた。魔王陛下はあなたの到来をすでに予見していた。身元確認は完了し、この先の道は必ず滞りなく進めるだろう。</main>,"<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
Sub_*2003_3,,王城庆典,王城慶典,Royal Celebration,王城の祝祭,<main>影魔已向你传达了魔王陛下的意思，王城的请柬以概念的形式封入了你的精神世界，接下来的道路必将畅行无阻。</main>,<main>影魔已向你傳達了魔王陛下的意思，王城的請柬以概念的形式封入了你的精神世界，接下來的道路必將暢行無阻。</main>,<main>The shadow demon has conveyed His Majesty the Demon King's will to you. The royal capital's invitation has been sealed into your mental world as a concept. The road ahead will surely be unobstructed.</main>,<main>影魔は魔王陛下の意志をあなたに伝えた。王城からの招待状は概念としてあなたの精神世界に封じ込められた。この先の道は必ず滞りなく進めるだろう。</main>,"<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
*2004,三层（节点13）,教廷奇遇,教廷奇遇,Church Encounter,教廷での奇遇,"<main> 均衡教廷——奥尔德林神权一系的权力中枢，阿米莉娅在这里没有见到她预想中戒备森严的卫兵，高大的圣骑士，圣洁的祭司和修女
甚至于，都没在街道上见到什么人……？

原因无他，此时的街道正在被42摄氏度的高温炙烤，如果没有什么特别的癖好，户外确实不是宜居的环境
阿米莉娅决定先买个甜点解暑，不然在抵达教廷之前她可能会先变成猫肉干……

在冷饮铺排了十分钟后，终于拿到了店员递过来的冰霜奶冻——这是菜单上最后一份。

就在阿米莉娅的指尖距离杯沿还有三寸的时候，一个白色的身影突然从旁边窜了出来。
那是一个看起来大约十二岁出头的小女孩——深灰色的长发，翠绿色的瞳孔，一身白色连衣裙，脖子上挂着一条金色十字架项链。
她旁边站着一个比她高出大半身的棕发女祭司，正用一种“又开始了”的表情低头看着这孩子。

“我要吃这个——我就要吃这个——你说了今天可以吃甜点的——你说过的——我现在就要——就现在——就——现——在——”
小女孩扯着女祭司的袖子，声调抑扬顿挫，动作行云流水，显然这套流程已经演练过无数次。女祭司一脸无奈地看了看阿米莉娅，眼神里投来求助的目光。

阿米莉娅决定——</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>The Church of Balance, center of the Aldrin theocracy, is nothing like Amelia expected. No tight security, no towering paladins, no holy priests or nuns. There are barely any people in the streets.

The reason is simple: the city is baking in 42-degree heat. Unless someone has very unusual tastes, outside is not a livable place right now. Amelia decides to buy a cold dessert first, before she dries into cat jerky on the way to the church.

After ten minutes in line, she finally reaches for the last cup of frost pudding.

Just before her fingers touch it, a small white figure darts in. A girl of about twelve, with long dark-gray hair, emerald eyes, a white dress, and a golden cross at her neck. Beside her stands a much taller brown-haired priestess wearing an expression that says, ""Here we go again.""

""I want this one! You said I could have dessert today! You promised! I want it now, right now!""
The girl tugs the priestess's sleeve with practiced rhythm. The priestess looks helplessly at Amelia.

Amelia decides...</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,<main> 不能渴着孩子了</main><subtip> 血量上限+10</subtip>,<main> 進入路線一</main><subtip> 血量上限+10</subtip>,<main>Let the child have it</main><subtip>Max Health +10</subtip>,<main> ルート一に入る</main><subtip> 最大HP+10</subtip>,<main> 想吃自己买去</main><subtip> 血量上限+10</subtip>,<main> 進入路線二</main><subtip> 血量上限+10</subtip>,<main>Buy your own if you want it</main><subtip>Max Health +10</subtip>,<main> ルート二に入る</main><subtip> 最大HP+10</subtip>,,,,,,,,,,,,
Sub_*2004_2,,教廷奇遇,教廷奇遇,Church Encounter,教廷での奇遇,"<main>“……行行行，给你给你。”
阿米莉娅把冰霜奶冻推到小女孩面前，白白的雪山立刻融化了两人之间的隔阂，小女孩以快到可疑的速度端起杯子，对阿米莉娅露出一个甜到发腻的笑容。一边舔着奶冻一边蹦蹦跳跳地离开了。

打发走爱哭闹的小精灵，阿米莉娅回归正题，如果说教廷一方谁最有可能解决掉灾厄，那也只能是那个人了……</main>","<main>「……行行行，給你給你。」
阿米莉婭把冰霜奶凍推到小女孩面前，白白的雪山立刻融化了兩人之間的隔閡，小女孩以快到可疑的速度端起杯子，對阿米莉婭露出一個甜到發膩的笑容。一邊舔著奶凍一邊蹦蹦跳跳地離開了。

打發走愛哭鬧的小精靈，阿米莉婭回歸正題，如果說教廷一方誰最有可能解決掉災厄，那也只能是那個人了……</main>","<main>""...Fine, fine. Here, take it.""
Amelia pushed the frost pudding in front of the little girl. The snow-white mountain immediately melted away the distance between them. The little girl lifted the cup with suspicious speed and gave Amelia a smile so sweet it was almost cloying, then bounced away while licking the pudding.

After sending off the noisy little sprite, Amelia returned to the main issue. If anyone on the Church side could possibly deal with the Calamity, it could only be that person...</main>","<main>「……はいはい、わかった。あげる、あげる」
アメリアは霜のミルクプリンを少女の前へ押し出した。真っ白な雪山は、たちまち二人の間の隔たりを溶かした。少女は怪しいほどの速さでカップを持ち上げ、アメリアに甘ったるい笑みを向けると、プリンを舐めながら跳ねるように去っていった。

泣き虫の小さな精霊を追い払うと、アメリアは本題に戻った。教廷側で災厄を解決できる可能性がある者がいるとすれば、それはあの人物しかいない……</main>","<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
