Id,Note,Series,Tag,Name,Name_zh-Hant,Name_en,Name_ja,Tips,Tips_zh-Hant,Tips_en,Tips_ja,Description,Description_zh-Hant,Description_en,Description_ja
*26,,高阶魔法基础·必修一,,星霜之栞,星霜之栞,Starfrost Mark,星霜の栞,"很久很久以前，有一位寿命绵长的魔女。
 她活过了沧海桑田，活过了星辰移位，却始终无法习惯一件事——告别的季节。
 每当枫叶红透，她便知道，那个喜欢听她讲述星星故事的女孩，又要老去一岁。每当冬雪消融，她便知道，那只笨拙却执着的白狐，此生不会再来看花了。
 她曾试图用魔法留住什么。将朋友的笑容封印在水晶里，把爱人的体温凝固在咒文中。可每当夜深人静时，那些定格的笑容望着她，却再也不会说话。
 后来，她不再挽留了。
 她开始写书。一本没有尽头的书，一本永远写不完的书。
 每当有人离开，她便在书页间夹入一枚小小的书签。书签上没有咒语，没有封印，只有那人的名字，和她当时想说却没能说出口的话。
 “那天下午的阳光很暖，你说想一直坐在我身边。”
 “雪落在你睫毛上的样子，我到现在还记得。”
 “谢谢你陪我度过那个雨季。伞还给你，梦留给我。”
 千年之后，人们发现了她的遗迹。
 书桌上摊着一本落满灰尘的书，旁边放着一枚古朴的书签。书签上刻着一行小字，那是她最后写下的话：
 「魔法留不住你，但每一次想起你，你都会回来。」
 据说，持有这枚书签的人，在施展法术时，偶尔会感到一股温柔的力量轻轻推了推自己的手——像是某位早已远去的故人，在说：
 “再来一次吧。”
 “让我再看看你施展魔法的样子。”","很久很久以前，有一位壽命綿長的魔女。
 她活過了滄海桑田，活過了星辰移位，卻始終無法習慣一件事——告別的季節。
 每當楓葉紅透，她便知道，那個喜歡聽她講述星星故事的女孩，又要老去一歲。每當冬雪消融，她便知道，那隻笨拙卻執著的白狐，此生不會再來看花了。
 她曾試圖用魔法留住什麼。將朋友的笑容封印在水晶裡，把愛人的體溫凝固在咒文中。可每當夜深人靜時，那些定格的笑容望著她，卻再也不會說話。
 後來，她不再挽留了。
 她開始寫書。一本沒有盡頭的書，一本永遠寫不完的書。
 每當有人離開，她便在書頁間夾入一枚小小的書籤。書籤上沒有咒語，沒有封印，只有那人的名字，和她當時想說卻沒能說出口的話。
 「那天下午的陽光很暖，你說想一直坐在我身邊。」
 「雪落在你睫毛上的樣子，我到現在還記得。」
 「謝謝你陪我度過那個雨季。傘還給你，夢留給我。」
 千年之後，人們發現了她的遺跡。
 書桌上攤著一本落滿灰塵的書，旁邊放著一枚古樸的書籤。書籤上刻著一行小字，那是她最後寫下的話：
 「魔法留不住你，但每一次想起你，你都會回來。」
 據說，持有這枚書籤的人，在施展法術時，偶爾會感到一股溫柔的力量輕輕推了推自己的手——像是某位早已遠去的故人，在說：
 「再來一次吧。」
 「讓我再看看你施展魔法的樣子。」","Long, long ago, there was a witch with a life that stretched far beyond ordinary years.
 She lived through seas becoming fields and stars shifting their paths, yet there was one thing she never learned to accept: the season of farewells.
 Whenever the maple leaves turned red, she knew the girl who loved listening to her stories of the stars would grow another year older. Whenever winter snow melted, she knew the clumsy yet stubborn white fox would never return to see the flowers again.
 She once tried to keep things with magic: sealing a friend's smile in crystal, freezing a lover's warmth into a spell. But in the deep silence of night, those fixed smiles looked back at her and would never speak again.
 Later, she stopped trying to hold on.
 She began to write a book. A book without an end, a book that would never be finished.
 Whenever someone left, she placed a small bookmark between the pages. There were no spells on it, no seals, only that person's name and the words she had wanted to say but never managed to speak.
 “The sunlight was warm that afternoon. You said you wanted to sit beside me forever.”
 “I still remember the snow resting on your lashes.”
 “Thank you for staying with me through that rainy season. I return the umbrella to you, and keep the dream for myself.”
 A thousand years later, people discovered her ruins.
 On the desk lay a dust-covered book, and beside it, a simple old bookmark. A line of small words was carved into it, the last words she ever wrote:
 “Magic cannot keep you here, but every time I remember you, you return.”
 It is said that those who hold this bookmark sometimes feel a gentle force nudging their hand when casting a spell, like some long-departed friend saying:
 “One more time.”
 “Let me see you cast magic once more.”","ずっと昔、長い寿命を持つ魔女がいた。
 彼女は海が野に変わるほどの時を生き、星の位置が移ろうほどの時を生きた。それでも、どうしても慣れないものが一つあった。別れの季節だ。
 楓が赤く染まるたび、星の話を聞くのが好きだった少女がまた一つ年を重ねるのだと知った。冬の雪が解けるたび、不器用で頑固な白狐がもう二度と花を見に来ないのだと知った。
 彼女はかつて魔法で何かを留めようとした。友の笑顔を水晶に封じ、愛する人の体温を呪文に凍らせた。けれど夜更けの静けさの中、止まった笑顔は彼女を見つめるだけで、二度と語りかけてはくれなかった。
 やがて、彼女は引き留めることをやめた。
 彼女は本を書き始めた。終わりのない本。永遠に書き終わらない本を。
 誰かが去るたび、彼女はページの間に小さな栞を挟んだ。栞には呪文も封印もなく、その人の名前と、その時言いたくても言えなかった言葉だけがあった。
 「あの日の午後の日差しは暖かかった。あなたは、ずっと私の隣に座っていたいと言った。」
 「雪があなたの睫毛に落ちた様子を、今でも覚えている。」
 「あの雨の季節を一緒に過ごしてくれてありがとう。傘は返すね。夢は私がもらっていく。」
 千年後、人々は彼女の遺跡を見つけた。
 机の上には埃をかぶった本が開かれ、その隣に古びた栞が置かれていた。栞には小さな文字が一行刻まれていた。それは彼女が最後に書いた言葉だった。
 「魔法はあなたを留められない。でも、あなたを思い出すたび、あなたは帰ってくる。」
 この栞を持つ者は、魔法を使う時、時折やさしい力がそっと手を押すのを感じるという。まるで、とうに去った誰かがこう言っているように。
 「もう一度。」
 「あなたが魔法を使う姿を、もう一度見せて。」",每次释放卡牌有x%概率再释放一次，每局初始为100%，每成功一次降低20%，最低20%,每次釋放卡牌有x%概率再釋放一次，每局初始為100%，每成功一次降低20%，最低20%,"Each time you play a card, has an x% chance to play it again. Starts at 100% each run; each success reduces the chance by 20%, to a minimum of 20%.",カードをプレイするたび、x%の確率でもう一度プレイする。各プレイ開始時は100%で、成功するたび20%低下し、最低20%。
*27,,高阶魔法基础·必修一,,格式化协议,格式化協議,Format Protocol,フォーマット・プロトコル,,,,,"打出基础耗能为3的卡牌时，选择一张卡牌降低2点能耗
打出基础耗能为2的卡牌时，选择一张卡牌降低1点能耗
两个效果每场战斗各可触发一次","打出基礎耗能為3的卡牌時，選擇一張卡牌降低2點能耗
打出基礎耗能為2的卡牌時，選擇一張卡牌降低1點能耗
兩個效果每場戰鬥各可觸發一次","When you play a card with base cost 3, choose a card and reduce its cost by 2.
When you play a card with base cost 2, choose a card and reduce its cost by 1.
Each of these two effects can trigger once per combat.","基礎コスト3のカードをプレイした時、カードを1枚選び、コストを2下げる。
基礎コスト2のカードをプレイした時、カードを1枚選び、コストを1下げる。
2つの効果は各戦闘でそれぞれ1回まで発動できる。"
*28,,混沌乐团,,独奏乐章,獨奏樂章,Solo Movement,独奏楽章,“请将这绝不重样的旋律，紧握在手中吧。”,「請將這絕不重樣的旋律，緊握在手中吧。」,“Hold tight to this melody that never repeats.”,「決して同じ形を取らないこの旋律を、どうかその手に握りしめて。」,卡组中不存在同名的卡牌时，回合开始时，使所有手牌本回合消耗魔能-1。回合结束不弃牌。,卡組中不存在同名的卡牌時，回合開始時，使所有手牌本回合消耗魔能-1。回合結束不棄牌。,"If there are no cards with duplicate names in your deck, at the start of your turn, all cards in hand cost 1 less Mana this turn. Do not discard your hand at turn end.",デッキに同名カードが存在しない場合、ターン開始時、このターン中の全ての手札の消費マナ-1。ターン終了時、手札を捨てない。
*29,,混沌乐团,,记忆具现化,記憶具現化,Manifest Memory,記憶具現化,,,,,装备此遗物时，随机变化为装备栏的一个遗物,裝備此遺物時，隨機變化為裝備欄的一個遺物,"When this relic is equipped, randomly transform it into one relic in the equipment slots.",この遺物を装備した時、装備欄にある遺物の1つへランダムに変化する。
30,,深渊生存法则,,奥罗拉的手甲,奧羅拉的手甲,Aurora Gauntlet,オーロラの手甲,,,,,回合开始时，给予所有装备了奥罗拉遗物的单位拥有对应遗物数量次10层超凡,回合開始時，給予所有裝備了奧羅拉遺物的單位40層超凡,"At the start of your turn, give all units equipped with Aurora relics 10 stacks of {buff_extraordinary} for each corresponding relic.",ターン開始時、オーロラの遺物を装備している全てのユニットにExtraordinaryを40スタック付与する。
31,,高阶魔法基础·必修一,,奥罗拉的腿甲,奧羅拉的腿甲,Aurora Greaves,オーロラの脚甲,,,,,回合开始时，给予所有装备了奥罗拉遗物的单位拥有对应遗物数量次3层强韧,回合開始時，給予所有裝備了奧羅拉遺物的單位3層強韌,"At the start of your turn, give all units equipped with Aurora relics 3 stacks of {buff_resilient}.",ターン開始時、オーロラの遺物を装備している全てのユニットにResilientを3スタック付与する。
32,,高阶魔法基础·必修一,,奥罗拉的臂铠,奧羅拉的臂鎧,Aurora Armlet,オーロラの腕鎧,,,,,回合开始时，给予所有装备了奥罗拉遗物的单位拥有对应遗物数量次10点护盾,回合開始時，給予所有裝備了奧羅拉遺物的單位10點護盾,"At the start of your turn, give all units equipped with Aurora relics 10 Shield.",ターン開始時、オーロラの遺物を装備している全てのユニットにShieldを10付与する。
33,,高阶魔法基础·必修一,,奥罗拉的光环,奧羅拉的光環,Aurora's Halo,オーロラの光輪,,,,,战斗开始时，给予所有装备了奥罗拉遗物的单位1层循环,戰鬥開始時，給予所有裝備了奧羅拉遺物的單位1層循環,"At combat start, give all units equipped with Aurora relics 1 stack of {buff_cycle}.",戦闘開始時、オーロラの遺物を装備している全てのユニットにCycleを1スタック付与する。
34,,法术序列,,奥罗拉的圣盾,奧羅拉的聖盾,Aurora's Aegis,オーロラの聖盾,,,,,战斗开始时，给予所有装备了奥罗拉遗物的单位1层坚毅,戰鬥開始時，給予所有裝備了奧羅拉遺物的單位1層堅毅,"At combat start, give all units equipped with Aurora relics 1 stack of {buff_impregnable}.",戦闘開始時、オーロラの遺物を装備している全てのユニットにImpregnableを1スタック付与する。
35,,法术序列,,奥罗拉的圣剑,奧羅拉的聖劍,Aurora Sword,オーロラの聖剣,,,,,战斗开始时，给予所有装备了奥罗拉遗物的单位10层元素,戰鬥開始時，給予所有裝備了奧羅拉遺物的單位10層元素,"At combat start, give all units equipped with Aurora relics 10 stacks of {buff_elements}.",戦闘開始時、オーロラの遺物を装備している全てのユニットにElementsを10スタック付与する。
*36,,爱与梦魇的阶梯,,魔女的祈愿,魔女的祈願,Witch's Prayer,魔女の祈願,,,,,敌人每有一种不同的负面状态，你对其造成的伤害+10%。,敵人每有一種不同的負面狀態，你對其造成的傷害+10%。,"For each different negative status on an enemy, your damage dealt to that enemy +10%.",敵が持つ異なる負面状態1種類につき、その敵に与えるダメージ+10%。
37,HOCYI,法术序列,,我发现了,我發現了,I Found It,見つけた,每一颗星星都将凯旋。,每一顆星星都將凱旋。,Every star shall return in triumph.,全ての星は凱旋する。,战斗开始的首个回合，将一张瓶中手稿加入手牌。,戰鬥開始的首個回合，將一張瓶中手稿加入手牌。,"On the first turn after combat starts, add 1 Manuscript in a Bottle to your hand.",戦闘開始後の最初のターン、瓶中の手稿を1枚手札に加える。
38,HOCYI,法术序列,,第三个星期天,第三個星期天,The Third Sunday,三つ目の日曜日,存在于昨天今天明天。,存在於昨天今天明天。,"It exists in yesterday, today, and tomorrow.",昨日、今日、明日に存在する。,"回合结束时，若复还层数大于80，降低10层复还,否则，获得10点护盾。",回合結束時，若復還層數大於80，降低10層復還，若小於，則獲得10點護盾。,"At the end of your turn, if {buff_ReturnAgain} stacks are greater than 80, reduce {buff_ReturnAgain} by 10 stacks; if lower, gain 10 Shield.",ターン終了時、Returnスタックが80より大きい場合、Returnを10スタック減少させる。小さい場合、Shieldを10獲得する。
39,HOCYI,法术序列,,过早埋葬,過早埋葬,Premature Burial,早すぎた埋葬,未眠者在墓穴中醒来。,未眠者在墓穴中醒來。,The sleepless awakens inside the grave.,眠らぬ者が墓穴の中で目覚める。,卡牌焚毁时，获得10点护盾,卡牌焚毀時，獲得10點護盾,"When a card is Burned, gain 10 Shield.",カードがBurnされた時、Shieldを10獲得する。
40,HOCYI,法术序列,,多色草山谷,多色草山谷,Prismgrass Vale,多色草の谷,这一片囚笼富丽堂皇。,這一片囚籠富麗堂皇。,This cage is splendid and magnificent.,この檻は絢爛豪華だ。,打出的卡牌每有1点原始费用，获得【重生1】,打出的卡牌每有1點原始費用，獲得【重生1】,"For each point of original cost on a card you play, gain 【{buff_rebirth} 1】.",プレイしたカードの元コスト1点につき、【Rebirth 1】を獲得する。
41,星咲夜游,蛇自阴影中袭来,,永燃星痕,永燃星痕,Everstar Scar,永燃える星痕,萤砂般的星子，哪怕风过即散，也曾托住过坠落的黑暗。至少，借着它的亮，看清了脚下未被泥沼吞尽的路。,螢砂般的星子，哪怕風過即散，也曾托住過墜落的黑暗。至少，借著它的亮，看清了腳下未被泥沼吞盡的路。,"Stars like firefly sand, scattered by the wind in an instant, once held up the falling darkness. At least by their light, the path beneath your feet, not yet swallowed by mire, could be seen.",蛍砂のような星々は、風が過ぎれば散ってしまうとしても、落ちゆく闇を支えたことがある。少なくともその光で、泥濘に飲まれきっていない足元の道が見えた。,每次受伤时，如果攻击者不为自己。给攻击者附加2层灼烧，【重生】时给敌方附加12层灼烧，并立刻结算敌方的负面效果的回合开始和行动时点。,每次受傷時，給攻擊者附加2層灼燒，【重生】時給敵方附加12層灼燒，並立刻結算敵方的負面效果的回合開始和行動時點。,"Each time you are damaged, apply 2 stacks of Burn to the attacker. On 【Rebirth】, apply 12 stacks of Burn to enemies and immediately resolve the turn-start and action timing of enemy negative effects.",ダメージを受けるたび、攻撃者にBurnを2スタック付与する。【Rebirth】時、敵にBurnを12スタック付与し、敵の負面効果のターン開始時および行動時タイミングを即座に解決する。
42,雏名苍岚,蛇自阴影中袭来,,衔露晶萼,銜露晶萼,Dewcrystal Calyx,露を含む晶萼,蛇的鳞片在月光下泛着幽光，顺着你的臂弯爬向心口……这是温柔的馈赠，亦是死亡的耳语,蛇的鱗片在月光下泛著幽光，順著你的臂彎爬向心口……這是溫柔的饋贈，亦是死亡的耳語,"A serpent's scales glimmer faintly under moonlight, crawling along your arm toward your heart... This is a tender gift, and also a whisper of death.",蛇の鱗が月光の下でほのかに光り、あなたの腕を伝って胸元へ這い寄る……これは優しい贈り物であり、死の囁きでもある。,死亡时降低25%最大生命上限（可叠加），随后触发【重生50】；（单次战斗中最多触发2次）,死亡時降低20%最大生命上限（可疊加），隨後觸發【重生50】；（單次戰鬥中最多觸發2次）,"On death, reduce Max Health cap by 25% (stackable), then trigger 【{buff_rebirth} 50】. (Can trigger at most 2 times in a single combat.)",死亡時、最大HP上限を20%低下させる（累積可）。その後、【Rebirth 50】を発動する。（1回の戦闘中、最大2回まで発動）
43,天煜2333,混沌乐团,,死灵纪实,死靈紀實,Necro Chronicle,死霊紀実,,,,,"回合结束时，随机焚毁你弃牌堆中的一张行动牌；
检定40：
若成功：获得3层元素并获得2点护盾
若失败：获得2层毒素并失去2点生命","回合結束時，隨機焚毀你棄牌堆中的一張行動牌；
檢定40：
若成功：獲得3層元素並獲得2點護盾
若失敗：獲得2層毒素並失去2點生命","At the end of your turn, randomly Burn 1 Action card in your discard pile.
Check 40:
On success: gain 3 stacks of {buff_elements} and 2 Shield.
On failure: gain 2 stacks of {buff_toxin} and lose 2 Health.","ターン終了時、捨て札にある行動カードをランダムに1枚Burnする。
判定40：
成功：Elementsを3スタック獲得し、Shieldを2獲得する。
失敗：毒素を2スタック獲得し、HPを2失う。"
44,,混沌乐团,,四叶草,四葉草,Four-Leaf Clover,四つ葉のクローバー,,,,,幸运+5,幸運+5,Luck +5.,幸運+5。
45,,混沌乐团,,厄米娅的骰子,厄米婭的骰子,Ermia's Dice,エルミアの骰子,,,,,检定骰额外扔出一枚，取检定值更大的结果,檢定骰額外扔出一枚，取檢定值更大的結果,Roll one extra check die and take the result with the higher check value.,判定ダイスを追加で1個振り、判定値が高い方の結果を採用する。
46,,混沌乐团,,混沌序章,混沌序章,Chaos Prologue,混沌序章,,,,,战斗开始时，获得2层天罚,戰鬥開始時，獲得3層天罰,"At combat start, gain 2 stacks of {buff_fate}.",戦闘開始時、Fateを3スタック獲得する。
47,,统合之约,,统合辉记,統合輝記,Radiant Ledger,統合輝記,,,,,战斗开始时所有基础属性+2；每有一个友方单位装备了这件遗物，额外生效一次,戰鬥開始時所有基礎屬性+2；每有一個友方單位裝備了這件遺物，額外生效一次,"At combat start, all base attributes +2. This takes effect one additional time for each allied unit equipped with this relic.",戦闘開始時、全ての基本ステータス+2。この遺物を装備している味方ユニット1体につき、追加で1回発動する。
48,,,,君主权杖,君主權杖,Monarch Scepter,君主の杖,,,,,战斗开始时获得6层元素,戰鬥開始時獲得6層元素,"At combat start, gain 6 stacks of {buff_elements}.",戦闘開始時、Elementsを6スタック獲得する。
49,,,,魔网源流,魔網源流,Manaweb Source,魔網の源流,,,,,每次进行进阶施法时获得一张【流星尘埃】或者【灰色寂灭】,每次進行進階施法時獲得一張【流星塵埃】或者【灰色寂滅】,"Each time you perform advanced casting, gain 1 【Meteor Dust】 or 【Gray Extinction】.",進階詠唱を行うたび、【流星塵埃】または【灰色寂滅】を1枚獲得する。
50,,,,贤者法典,賢者法典,Sage's Codex,賢者法典,,,,,每当进行进阶施法时，获得10点护盾并恢复5点生命,每當進行進階施法時，獲得10點護盾並恢復5點生命,"Whenever you perform advanced casting, gain 10 Shield and restore 5 Health.",進階詠唱を行うたび、Shieldを10獲得し、HPを5回復する。
51,,,,真知者吊坠,真知者吊墜,Knower Pendant,真知者のペンダント,,,,,战斗开始时，获得1张0费的【灰色寂灭】,戰鬥開始時，獲得1張0費的【灰色寂滅】,"At combat start, gain 1 cost-0 【Gray Extinction】.",戦闘開始時、コスト0の【灰色寂滅】を1枚獲得する。
52,,,,大法师环戒,大法師環戒,Archmage's Ring,大魔法使いの環戒,,,,,魔能上限+1。战斗开始时随机获得两张法术素材,魔能上限+1。戰鬥開始時隨機獲得兩張法術素材,"Max Mana +1. At combat start, randomly gain 2 spell materials.",最大マナ+1。戦闘開始時、ランダムな法術素材を2枚獲得する。
53,,,,炼金原石,鍊金原石,Alchemist Stone,錬金原石,,,,,回合开始时随机创造两张施法素材,回合開始時隨機創造兩張施法素材,"At the start of your turn, randomly create 2 casting materials.",ターン開始時、ランダムな詠唱素材を2枚作成する。
54,,,,星界观测者,星界觀測者,Astral Observer,星界観測者,,,,,"每使用3张卡牌使手牌第一张没有唤神的卡牌在这场战斗中获得唤神
战斗开始时，获得【重生50】，触发【重生】时，摧毁这件遗物","每使用2張卡牌使手牌第一張沒有喚神的卡牌在這場戰鬥中獲得喚神
戰鬥開始時，獲得【重生50】，觸發【重生】時，摧毀這件遺物","Every time you use 3 cards, the first card in hand without Invocation gains Invocation for this combat.
At combat start, gain 【{buff_rebirth} 50】. When 【{buff_rebirth}】 triggers, destroy this relic.","カードを2枚使用するたび、手札の最初のInvocationを持たないカードは、この戦闘中Invocationを得る。
戦闘開始時、【Rebirth 50】を獲得する。【Rebirth】発動時、この遺物を破壊する。"
*55,,,,失序命羽,失序命羽,Misfate Feather,失序の命羽,,,,,"受到致命伤害时，消耗10层充能，给与自身100层重生，给予敌方全体20层灼烧；
焚毁卡牌恢复2点充能，触发时之笼恢复1充能，上限10点充能","受到致命傷害時，消耗10層充能，給與自身100層重生，給予敵方全體20層灼燒；
焚毀卡牌恢復2點充能，觸發時之籠恢復1充能，上限10點充能","When taking lethal damage, consume 10 charges, give yourself 100 stacks of {buff_rebirth}, and apply 20 stacks of {buff_burn} to all enemies.
Burning a card restores 2 charges. Triggering Cage of Time restores 1 charge. Maximum 10 charges.","致死ダメージを受けた時、充能を10消費し、自身にRebirthを100スタック、敵全体にBurnを20スタック付与する。
カードをBurnすると充能を2回復し、時の籠を発動すると充能を1回復する。充能上限は10。"
*56,,,,毁灭的预言诗,毁灭的预言诗,Doomsayer Poem,破滅の予言詩,,,,,"打出13张不同名的牌后，获得""所有暴力的本我""","打出13张不同名的牌后，获得""所有暴力的本我""","After playing 13 cards with different names, gain 'Id of All Violence'",13枚の異なる名前のカードを出した後、「すべての暴力的な本我」を獲得する
